"CODMUNRES","NOMEMUN","ANO_NASC","numero_nascidos_vivos"
430805,"Faxinalzinho",2012,28
430805,"Faxinalzinho",2013,25
430805,"Faxinalzinho",2014,28
430805,"Faxinalzinho",2015,38
430805,"Faxinalzinho",2016,15
430805,"Faxinalzinho",2017,26
430805,"Faxinalzinho",2018,28
430805,"Faxinalzinho",2019,28
430807,"Fazenda Vilanova",2010,53
430807,"Fazenda Vilanova",2011,53
430807,"Fazenda Vilanova",2012,63
430807,"Fazenda Vilanova",2013,53
430807,"Fazenda Vilanova",2014,63
430807,"Fazenda Vilanova",2015,66
430807,"Fazenda Vilanova",2016,61
430807,"Fazenda Vilanova",2017,53
430807,"Fazenda Vilanova",2018,52
430807,"Fazenda Vilanova",2019,52
430810,"Feliz",2010,134
430810,"Feliz",2011,138
430810,"Feliz",2012,138
430810,"Feliz",2013,138
430810,"Feliz",2014,159
430810,"Feliz",2015,155
430810,"Feliz",2016,151
430810,"Feliz",2017,150
430810,"Feliz",2018,165
430810,"Feliz",2019,147
430820,"Flores da Cunha",2010,293
430820,"Flores da Cunha",2011,321
430820,"Flores da Cunha",2012,345
430820,"Flores da Cunha",2013,314
430820,"Flores da Cunha",2014,372
430820,"Flores da Cunha",2015,379
430820,"Flores da Cunha",2016,350
430820,"Flores da Cunha",2017,379
430820,"Flores da Cunha",2018,449
430820,"Flores da Cunha",2019,376
430825,"Floriano Peixoto",2010,11
430825,"Floriano Peixoto",2011,11
430825,"Floriano Peixoto",2012,13
430825,"Floriano Peixoto",2013,14
430825,"Floriano Peixoto",2014,7
430825,"Floriano Peixoto",2015,11
430825,"Floriano Peixoto",2016,17
430825,"Floriano Peixoto",2017,17
430825,"Floriano Peixoto",2018,14
430825,"Floriano Peixoto",2019,19
430830,"Fontoura Xavier",2010,122
430830,"Fontoura Xavier",2011,131
430830,"Fontoura Xavier",2012,109
430830,"Fontoura Xavier",2013,89
430830,"Fontoura Xavier",2014,124
430830,"Fontoura Xavier",2015,119
430830,"Fontoura Xavier",2016,97
430830,"Fontoura Xavier",2017,89
430830,"Fontoura Xavier",2018,111
430830,"Fontoura Xavier",2019,90
430840,"Formigueiro",2010,56
430840,"Formigueiro",2011,57
430840,"Formigueiro",2012,58
430840,"Formigueiro",2013,61
430840,"Formigueiro",2014,56
430840,"Formigueiro",2015,67
430840,"Formigueiro",2016,73
430840,"Formigueiro",2017,69
430840,"Formigueiro",2018,63
430840,"Formigueiro",2019,88
430843,"Forquetinha",2010,10
430843,"Forquetinha",2011,21
430843,"Forquetinha",2012,13
430843,"Forquetinha",2013,17
430843,"Forquetinha",2014,17
430843,"Forquetinha",2015,18
430843,"Forquetinha",2016,22
430843,"Forquetinha",2017,18
430843,"Forquetinha",2018,17
430843,"Forquetinha",2019,14
430845,"Fortaleza dos Valos",2010,49
430845,"Fortaleza dos Valos",2011,45
430845,"Fortaleza dos Valos",2012,47
430845,"Fortaleza dos Valos",2013,49
430845,"Fortaleza dos Valos",2014,55
430845,"Fortaleza dos Valos",2015,49
430845,"Fortaleza dos Valos",2016,49
430845,"Fortaleza dos Valos",2017,47
430845,"Fortaleza dos Valos",2018,46
430845,"Fortaleza dos Valos",2019,57
430850,"Frederico Westphalen",2010,334
430850,"Frederico Westphalen",2011,344
430850,"Frederico Westphalen",2012,331
430850,"Frederico Westphalen",2013,385
430850,"Frederico Westphalen",2014,408
430850,"Frederico Westphalen",2015,430
430850,"Frederico Westphalen",2016,397
430850,"Frederico Westphalen",2017,398
430850,"Frederico Westphalen",2018,467
430850,"Frederico Westphalen",2019,460
430860,"Garibaldi",2010,296
430860,"Garibaldi",2011,294
430860,"Garibaldi",2012,320
430860,"Garibaldi",2013,348
430860,"Garibaldi",2014,366
430860,"Garibaldi",2015,414
430860,"Garibaldi",2016,417
430860,"Garibaldi",2017,400
430860,"Garibaldi",2018,410
430860,"Garibaldi",2019,379
430865,"Garruchos",2010,37
430865,"Garruchos",2011,50
430865,"Garruchos",2012,37
430865,"Garruchos",2013,15
430865,"Garruchos",2014,28
430865,"Garruchos",2015,24
430865,"Garruchos",2016,18
430865,"Garruchos",2017,24
430865,"Garruchos",2018,24
430865,"Garruchos",2019,23
430870,"Gaurama",2010,46
430870,"Gaurama",2011,41
430870,"Gaurama",2012,51
430870,"Gaurama",2013,49
430870,"Gaurama",2014,50
430870,"Gaurama",2015,56
430870,"Gaurama",2016,52
430870,"Gaurama",2017,50
430870,"Gaurama",2018,40
430870,"Gaurama",2019,55
430880,"General Câmara",2010,79
430880,"General Câmara",2011,91
430880,"General Câmara",2012,70
430880,"General Câmara",2013,79
430880,"General Câmara",2014,86
430880,"General Câmara",2015,97
430880,"General Câmara",2016,82
430880,"General Câmara",2017,90
430880,"General Câmara",2018,74
430880,"General Câmara",2019,82
430885,"Gentil",2010,15
430885,"Gentil",2011,17
430885,"Gentil",2012,17
430885,"Gentil",2013,27
430885,"Gentil",2014,22
430885,"Gentil",2015,22
430885,"Gentil",2016,34
430885,"Gentil",2017,26
430885,"Gentil",2018,15
430885,"Gentil",2019,18
430890,"Getúlio Vargas",2010,171
430890,"Getúlio Vargas",2011,172
430890,"Getúlio Vargas",2012,189
430890,"Getúlio Vargas",2013,170
430890,"Getúlio Vargas",2014,187
430890,"Getúlio Vargas",2015,190
430890,"Getúlio Vargas",2016,210
430890,"Getúlio Vargas",2017,194
430890,"Getúlio Vargas",2018,188
430890,"Getúlio Vargas",2019,168
430900,"Giruá",2010,210
430900,"Giruá",2011,180
430900,"Giruá",2012,214
430900,"Giruá",2013,192
430900,"Giruá",2014,193
430900,"Giruá",2015,221
430900,"Giruá",2016,200
430900,"Giruá",2017,190
430900,"Giruá",2018,176
430900,"Giruá",2019,188
430905,"Glorinha",2010,90
430905,"Glorinha",2011,83
430905,"Glorinha",2012,73
430905,"Glorinha",2013,88
430905,"Glorinha",2014,76
430905,"Glorinha",2015,88
430905,"Glorinha",2016,94
430905,"Glorinha",2017,103
430905,"Glorinha",2018,82
430905,"Glorinha",2019,97
430910,"Gramado",2010,456
430910,"Gramado",2011,489
430910,"Gramado",2012,487
430910,"Gramado",2013,514
430910,"Gramado",2014,536
430910,"Gramado",2015,591
430910,"Gramado",2016,553
430910,"Gramado",2017,608
430910,"Gramado",2018,589
430910,"Gramado",2019,604
430912,"Gramado dos Loureiros",2010,36
430912,"Gramado dos Loureiros",2011,29
430912,"Gramado dos Loureiros",2012,27
430912,"Gramado dos Loureiros",2013,25
430912,"Gramado dos Loureiros",2014,28
430912,"Gramado dos Loureiros",2015,26
430912,"Gramado dos Loureiros",2016,34
430912,"Gramado dos Loureiros",2017,22
430912,"Gramado dos Loureiros",2018,35
430912,"Gramado dos Loureiros",2019,44
430915,"Gramado Xavier",2010,42
430915,"Gramado Xavier",2011,43
430915,"Gramado Xavier",2012,39
430915,"Gramado Xavier",2013,36
430915,"Gramado Xavier",2014,34
430915,"Gramado Xavier",2015,45
430915,"Gramado Xavier",2016,37
430915,"Gramado Xavier",2017,41
430915,"Gramado Xavier",2018,53
430915,"Gramado Xavier",2019,47
430920,"Gravataí",2010,3286
430920,"Gravataí",2011,3533
430920,"Gravataí",2012,3564
430920,"Gravataí",2013,3590
430920,"Gravataí",2014,3588
430920,"Gravataí",2015,3734
430920,"Gravataí",2016,3590
430920,"Gravataí",2017,3582
430920,"Gravataí",2018,3415
430920,"Gravataí",2019,3322
430925,"Guabiju",2010,9
430925,"Guabiju",2011,10
430925,"Guabiju",2012,8
430925,"Guabiju",2013,12
430925,"Guabiju",2014,18
430925,"Guabiju",2015,17
430925,"Guabiju",2016,13
430925,"Guabiju",2017,17
430925,"Guabiju",2018,7
430925,"Guabiju",2019,19
430930,"Guaíba",2010,1251
430930,"Guaíba",2011,1300
430930,"Guaíba",2012,1377
430930,"Guaíba",2013,1348
430930,"Guaíba",2014,1317
430930,"Guaíba",2015,1411
430930,"Guaíba",2016,1364
430930,"Guaíba",2017,1332
430930,"Guaíba",2018,1243
430930,"Guaíba",2019,1160
430940,"Guaporé",2010,251
430940,"Guaporé",2011,241
430940,"Guaporé",2012,286
430940,"Guaporé",2013,281
430940,"Guaporé",2014,307
430940,"Guaporé",2015,294
430940,"Guaporé",2016,312
430940,"Guaporé",2017,320
430940,"Guaporé",2018,315
430940,"Guaporé",2019,326
430950,"Guarani das Missões",2010,75
430950,"Guarani das Missões",2011,83
430950,"Guarani das Missões",2012,98
430950,"Guarani das Missões",2013,83
430950,"Guarani das Missões",2014,80
430950,"Guarani das Missões",2015,74
430950,"Guarani das Missões",2016,89
430950,"Guarani das Missões",2017,78
430950,"Guarani das Missões",2018,66
430950,"Guarani das Missões",2019,66
430955,"Harmonia",2010,27
430955,"Harmonia",2011,37
430955,"Harmonia",2012,50
430955,"Harmonia",2013,59
430955,"Harmonia",2014,43
430955,"Harmonia",2015,43
430955,"Harmonia",2016,63
430955,"Harmonia",2017,45
430955,"Harmonia",2018,50
430955,"Harmonia",2019,65
430957,"Herveiras",2010,29
430957,"Herveiras",2011,51
430957,"Herveiras",2012,33
430957,"Herveiras",2013,33
430957,"Herveiras",2014,35
430957,"Herveiras",2015,31
430957,"Herveiras",2016,39
430957,"Herveiras",2017,30
430957,"Herveiras",2018,33
430957,"Herveiras",2019,45
430960,"Horizontina",2010,199
430960,"Horizontina",2011,192
430960,"Horizontina",2012,185
430960,"Horizontina",2013,226
430960,"Horizontina",2014,221
430960,"Horizontina",2015,255
430960,"Horizontina",2016,217
430960,"Horizontina",2017,267
430960,"Horizontina",2018,217
430960,"Horizontina",2019,247
430965,"Hulha Negra",2010,95
430965,"Hulha Negra",2011,74
430965,"Hulha Negra",2012,70
430965,"Hulha Negra",2013,68
430965,"Hulha Negra",2014,78
430965,"Hulha Negra",2015,83
430965,"Hulha Negra",2016,85
430965,"Hulha Negra",2017,92
430965,"Hulha Negra",2018,62
430965,"Hulha Negra",2019,61
430970,"Humaitá",2010,43
430970,"Humaitá",2011,46
430970,"Humaitá",2012,52
430970,"Humaitá",2013,44
430970,"Humaitá",2014,38
430970,"Humaitá",2015,49
430970,"Humaitá",2016,41
430970,"Humaitá",2017,51
430970,"Humaitá",2018,36
430970,"Humaitá",2019,43
430975,"Ibarama",2010,58
430975,"Ibarama",2011,55
430975,"Ibarama",2012,38
430975,"Ibarama",2013,48
430975,"Ibarama",2014,39
430975,"Ibarama",2015,40
430975,"Ibarama",2016,57
430975,"Ibarama",2017,36
430975,"Ibarama",2018,49
430975,"Ibarama",2019,37
430980,"Ibiaçá",2010,35
430980,"Ibiaçá",2011,37
430980,"Ibiaçá",2012,31
430980,"Ibiaçá",2013,38
430980,"Ibiaçá",2014,37
430980,"Ibiaçá",2015,49
430980,"Ibiaçá",2016,32
430980,"Ibiaçá",2017,34
430980,"Ibiaçá",2018,44
430980,"Ibiaçá",2019,45
430990,"Ibiraiaras",2010,21
430990,"Ibiraiaras",2011,68
430990,"Ibiraiaras",2012,68
430990,"Ibiraiaras",2013,69
430990,"Ibiraiaras",2014,73
430990,"Ibiraiaras",2015,75
430990,"Ibiraiaras",2016,70
430990,"Ibiraiaras",2017,76
430990,"Ibiraiaras",2018,72
430990,"Ibiraiaras",2019,70
430995,"Ibirapuitã",2010,42
430995,"Ibirapuitã",2011,49
430995,"Ibirapuitã",2012,43
430995,"Ibirapuitã",2013,44
430995,"Ibirapuitã",2014,34
430995,"Ibirapuitã",2015,41
430995,"Ibirapuitã",2016,33
430995,"Ibirapuitã",2017,38
430995,"Ibirapuitã",2018,45
430995,"Ibirapuitã",2019,48
431000,"Ibirubá",2010,225
431000,"Ibirubá",2011,219
431000,"Ibirubá",2012,250
431000,"Ibirubá",2013,276
431000,"Ibirubá",2014,257
431000,"Ibirubá",2015,258
431000,"Ibirubá",2016,226
431000,"Ibirubá",2017,277
431000,"Ibirubá",2018,253
431000,"Ibirubá",2019,273
431010,"Igrejinha",2010,514
431010,"Igrejinha",2011,493
431010,"Igrejinha",2012,479
431010,"Igrejinha",2013,494
431010,"Igrejinha",2014,470
431010,"Igrejinha",2015,472
431010,"Igrejinha",2016,487
431010,"Igrejinha",2017,518
431010,"Igrejinha",2018,473
431010,"Igrejinha",2019,489
431020,"Ijuí",2010,979
431020,"Ijuí",2011,1009
431020,"Ijuí",2012,1065
431020,"Ijuí",2013,1138
431020,"Ijuí",2014,1107
431020,"Ijuí",2015,1183
431020,"Ijuí",2016,1210
431020,"Ijuí",2017,1160
431020,"Ijuí",2018,1179
431020,"Ijuí",2019,1052
431030,"Ilópolis",2010,47
431030,"Ilópolis",2011,40
431030,"Ilópolis",2012,44
431030,"Ilópolis",2013,26
431030,"Ilópolis",2014,34
431030,"Ilópolis",2015,50
431030,"Ilópolis",2016,46
431030,"Ilópolis",2017,54
431030,"Ilópolis",2018,42
431030,"Ilópolis",2019,47
431033,"Imbé",2010,251
431033,"Imbé",2011,242
431033,"Imbé",2012,256
431033,"Imbé",2013,271
431033,"Imbé",2014,283
431033,"Imbé",2015,301
431033,"Imbé",2016,276
431033,"Imbé",2017,296
431033,"Imbé",2018,325
431033,"Imbé",2019,289
431036,"Imigrante",2010,25
431036,"Imigrante",2011,31
431036,"Imigrante",2012,29
431036,"Imigrante",2013,29
431036,"Imigrante",2014,20
431036,"Imigrante",2015,25
431036,"Imigrante",2016,16
431036,"Imigrante",2017,22
431036,"Imigrante",2018,29
431036,"Imigrante",2019,28
431040,"Independência",2010,39
431040,"Independência",2011,63
431040,"Independência",2012,71
431040,"Independência",2013,78
431040,"Independência",2014,78
431040,"Independência",2015,68
431040,"Independência",2016,70
431040,"Independência",2017,79
431040,"Independência",2018,74
431040,"Independência",2019,61
431041,"Inhacorá",2010,32
431041,"Inhacorá",2011,28
431041,"Inhacorá",2012,29
431041,"Inhacorá",2013,30
431041,"Inhacorá",2014,35
431041,"Inhacorá",2015,26
431041,"Inhacorá",2016,25
431041,"Inhacorá",2017,22
431041,"Inhacorá",2018,27
431041,"Inhacorá",2019,38
431043,"Ipê",2010,76
431043,"Ipê",2011,36
431043,"Ipê",2012,57
431043,"Ipê",2013,68
431043,"Ipê",2014,50
431043,"Ipê",2015,69
431043,"Ipê",2016,58
431043,"Ipê",2017,52
431043,"Ipê",2018,53
431043,"Ipê",2019,56
431046,"Ipiranga do Sul",2010,17
431046,"Ipiranga do Sul",2011,16
431046,"Ipiranga do Sul",2012,13
431046,"Ipiranga do Sul",2013,15
431046,"Ipiranga do Sul",2014,17
431046,"Ipiranga do Sul",2015,16
431046,"Ipiranga do Sul",2016,14
431046,"Ipiranga do Sul",2017,12
431046,"Ipiranga do Sul",2018,12
431046,"Ipiranga do Sul",2019,20
431050,"Iraí",2010,102
431050,"Iraí",2011,97
431050,"Iraí",2012,88
431050,"Iraí",2013,99
431050,"Iraí",2014,121
431050,"Iraí",2015,104
431050,"Iraí",2016,95
431050,"Iraí",2017,92
431050,"Iraí",2018,99
431050,"Iraí",2019,90
431053,"Itaara",2010,61
431053,"Itaara",2011,57
431053,"Itaara",2012,57
431053,"Itaara",2013,56
431053,"Itaara",2014,70
431053,"Itaara",2015,64
431053,"Itaara",2016,52
431053,"Itaara",2017,57
431053,"Itaara",2018,60
431053,"Itaara",2019,64
431055,"Itacurubi",2010,35
431055,"Itacurubi",2011,36
431055,"Itacurubi",2012,36
431055,"Itacurubi",2013,42
431055,"Itacurubi",2014,29
431055,"Itacurubi",2015,31
431055,"Itacurubi",2016,31
431055,"Itacurubi",2017,24
431055,"Itacurubi",2018,29
431055,"Itacurubi",2019,23
431057,"Itapuca",2010,19
431057,"Itapuca",2011,25
431057,"Itapuca",2012,19
431057,"Itapuca",2013,21
431057,"Itapuca",2014,16
431057,"Itapuca",2015,19
431057,"Itapuca",2016,16
431057,"Itapuca",2017,21
431057,"Itapuca",2018,13
431057,"Itapuca",2019,24
431060,"Itaqui",2010,611
431060,"Itaqui",2011,600
431060,"Itaqui",2012,558
431060,"Itaqui",2013,556
431060,"Itaqui",2014,530
431060,"Itaqui",2015,574
431060,"Itaqui",2016,561
431060,"Itaqui",2017,551
431060,"Itaqui",2018,563
431060,"Itaqui",2019,489
431065,"Itati",2010,19
431065,"Itati",2011,26
431065,"Itati",2012,16
431065,"Itati",2013,18
431065,"Itati",2014,30
431065,"Itati",2015,21
431065,"Itati",2016,33
431065,"Itati",2017,23
431065,"Itati",2018,33
431065,"Itati",2019,28
431070,"Itatiba do Sul",2010,44
431070,"Itatiba do Sul",2011,42
431070,"Itatiba do Sul",2012,39
431070,"Itatiba do Sul",2013,23
431070,"Itatiba do Sul",2014,38
431070,"Itatiba do Sul",2015,29
431070,"Itatiba do Sul",2016,29
431070,"Itatiba do Sul",2017,27
431070,"Itatiba do Sul",2018,39
431070,"Itatiba do Sul",2019,30
431075,"Ivorá",2010,14
431075,"Ivorá",2011,16
431075,"Ivorá",2012,14
431075,"Ivorá",2013,19
431075,"Ivorá",2014,13
431075,"Ivorá",2015,14
431075,"Ivorá",2016,13
431075,"Ivorá",2017,12
431075,"Ivorá",2018,11
431075,"Ivorá",2019,14
431080,"Ivoti",2010,245
431080,"Ivoti",2011,261
431080,"Ivoti",2012,273
431080,"Ivoti",2013,277
431080,"Ivoti",2014,278
431080,"Ivoti",2015,292
431080,"Ivoti",2016,285
431080,"Ivoti",2017,271
431080,"Ivoti",2018,253
431080,"Ivoti",2019,239
431085,"Jaboticaba",2010,37
431085,"Jaboticaba",2011,27
431085,"Jaboticaba",2012,36
431085,"Jaboticaba",2013,33
431085,"Jaboticaba",2014,41
431085,"Jaboticaba",2015,49
431085,"Jaboticaba",2016,27
431085,"Jaboticaba",2017,33
431085,"Jaboticaba",2018,35
431085,"Jaboticaba",2019,27
431087,"Jacuizinho",2010,27
431087,"Jacuizinho",2011,28
431087,"Jacuizinho",2012,33
431087,"Jacuizinho",2013,29
431087,"Jacuizinho",2014,22
431087,"Jacuizinho",2015,24
431087,"Jacuizinho",2016,15
431087,"Jacuizinho",2017,18
431087,"Jacuizinho",2018,30
431087,"Jacuizinho",2019,15
431090,"Jacutinga",2010,21
431090,"Jacutinga",2011,37
431090,"Jacutinga",2012,32
431090,"Jacutinga",2013,29
431090,"Jacutinga",2014,33
431090,"Jacutinga",2015,24
431090,"Jacutinga",2016,27
431090,"Jacutinga",2017,29
431090,"Jacutinga",2018,29
431090,"Jacutinga",2019,41
431100,"Jaguarão",2010,364
431100,"Jaguarão",2011,323
431100,"Jaguarão",2012,302
431100,"Jaguarão",2013,322
431100,"Jaguarão",2014,349
431100,"Jaguarão",2015,342
431100,"Jaguarão",2016,308
431100,"Jaguarão",2017,325
431100,"Jaguarão",2018,294
431100,"Jaguarão",2019,306
431110,"Jaguari",2010,109
431110,"Jaguari",2011,107
431110,"Jaguari",2012,105
431110,"Jaguari",2013,112
431110,"Jaguari",2014,83
431110,"Jaguari",2015,105
431110,"Jaguari",2016,71
431110,"Jaguari",2017,85
431110,"Jaguari",2018,79
431110,"Jaguari",2019,71
431112,"Jaquirana",2010,66
431112,"Jaquirana",2011,43
431112,"Jaquirana",2012,47
431112,"Jaquirana",2013,39
431112,"Jaquirana",2014,50
431112,"Jaquirana",2015,58
431112,"Jaquirana",2016,55
431112,"Jaquirana",2017,42
431112,"Jaquirana",2018,41
431112,"Jaquirana",2019,60
431113,"Jari",2010,45
431113,"Jari",2011,40
431113,"Jari",2012,31
431113,"Jari",2013,34
431113,"Jari",2014,30
431113,"Jari",2015,39
431113,"Jari",2016,29
431113,"Jari",2017,35
431113,"Jari",2018,29
431113,"Jari",2019,40
431115,"Jóia",2010,104
431115,"Jóia",2011,96
431115,"Jóia",2012,90
431115,"Jóia",2013,100
431115,"Jóia",2014,87
431115,"Jóia",2015,89
431115,"Jóia",2016,91
431115,"Jóia",2017,72
431115,"Jóia",2018,90
431115,"Jóia",2019,83
431120,"Júlio de Castilhos",2010,265
431120,"Júlio de Castilhos",2011,261
431120,"Júlio de Castilhos",2012,227
431120,"Júlio de Castilhos",2013,252
431120,"Júlio de Castilhos",2014,250
431120,"Júlio de Castilhos",2015,248
431120,"Júlio de Castilhos",2016,206
431120,"Júlio de Castilhos",2017,241
431120,"Júlio de Castilhos",2018,232
431120,"Júlio de Castilhos",2019,236
431123,"Lagoa Bonita do Sul",2010,28
431123,"Lagoa Bonita do Sul",2011,19
431123,"Lagoa Bonita do Sul",2012,18
431123,"Lagoa Bonita do Sul",2013,19
431123,"Lagoa Bonita do Sul",2014,31
431123,"Lagoa Bonita do Sul",2015,34
431123,"Lagoa Bonita do Sul",2016,23
431123,"Lagoa Bonita do Sul",2017,27
431123,"Lagoa Bonita do Sul",2018,28
431123,"Lagoa Bonita do Sul",2019,19
431125,"Lagoão",2010,80
431125,"Lagoão",2011,60
431125,"Lagoão",2012,84
431125,"Lagoão",2013,81
431125,"Lagoão",2014,74
431125,"Lagoão",2015,47
431125,"Lagoão",2016,65
431125,"Lagoão",2017,66
431125,"Lagoão",2018,53
431125,"Lagoão",2019,49
431127,"Lagoa dos Três Cantos",2010,9
431127,"Lagoa dos Três Cantos",2011,21
431127,"Lagoa dos Três Cantos",2012,11
431127,"Lagoa dos Três Cantos",2013,20
431127,"Lagoa dos Três Cantos",2014,12
431127,"Lagoa dos Três Cantos",2015,21
431127,"Lagoa dos Três Cantos",2016,28
431127,"Lagoa dos Três Cantos",2017,12
431127,"Lagoa dos Três Cantos",2018,16
431127,"Lagoa dos Três Cantos",2019,13
431130,"Lagoa Vermelha",2010,412
431130,"Lagoa Vermelha",2011,347
431130,"Lagoa Vermelha",2012,377
431130,"Lagoa Vermelha",2013,392
431130,"Lagoa Vermelha",2014,347
431130,"Lagoa Vermelha",2015,426
431130,"Lagoa Vermelha",2016,394
431130,"Lagoa Vermelha",2017,394
431130,"Lagoa Vermelha",2018,368
431130,"Lagoa Vermelha",2019,358
431140,"Lajeado",2010,820
431140,"Lajeado",2011,1002
431140,"Lajeado",2012,968
431140,"Lajeado",2013,1071
431140,"Lajeado",2014,1119
431140,"Lajeado",2015,1213
431140,"Lajeado",2016,1161
431140,"Lajeado",2017,1246
431140,"Lajeado",2018,1263
431140,"Lajeado",2019,1266
431142,"Lajeado do Bugre",2010,40
431142,"Lajeado do Bugre",2011,39
431142,"Lajeado do Bugre",2012,33
431142,"Lajeado do Bugre",2013,36
431142,"Lajeado do Bugre",2014,25
431142,"Lajeado do Bugre",2015,29
431142,"Lajeado do Bugre",2016,30
431142,"Lajeado do Bugre",2017,28
431142,"Lajeado do Bugre",2018,22
431142,"Lajeado do Bugre",2019,35
431150,"Lavras do Sul",2010,83
431150,"Lavras do Sul",2011,75
431150,"Lavras do Sul",2012,71
431150,"Lavras do Sul",2013,66
431150,"Lavras do Sul",2014,69
431150,"Lavras do Sul",2015,84
431150,"Lavras do Sul",2016,67
431150,"Lavras do Sul",2017,72
431150,"Lavras do Sul",2018,62
431150,"Lavras do Sul",2019,80
431160,"Liberato Salzano",2010,58
431160,"Liberato Salzano",2011,59
431160,"Liberato Salzano",2012,49
431160,"Liberato Salzano",2013,61
431160,"Liberato Salzano",2014,68
431160,"Liberato Salzano",2015,49
431160,"Liberato Salzano",2016,61
431160,"Liberato Salzano",2017,75
431160,"Liberato Salzano",2018,80
431160,"Liberato Salzano",2019,56
431162,"Lindolfo Collor",2010,69
431162,"Lindolfo Collor",2011,83
431162,"Lindolfo Collor",2012,65
431162,"Lindolfo Collor",2013,73
431162,"Lindolfo Collor",2014,92
431162,"Lindolfo Collor",2015,83
431162,"Lindolfo Collor",2016,81
431162,"Lindolfo Collor",2017,75
431162,"Lindolfo Collor",2018,80
431162,"Lindolfo Collor",2019,69
431164,"Linha Nova",2010,9
431164,"Linha Nova",2011,10
431164,"Linha Nova",2012,6
431164,"Linha Nova",2013,6
431164,"Linha Nova",2014,8
431164,"Linha Nova",2015,11
431164,"Linha Nova",2016,11
431164,"Linha Nova",2017,7
431164,"Linha Nova",2018,13
431164,"Linha Nova",2019,4
431170,"Machadinho",2010,54
431170,"Machadinho",2011,60
431170,"Machadinho",2012,59
431170,"Machadinho",2013,76
431170,"Machadinho",2014,55
431170,"Machadinho",2015,74
431170,"Machadinho",2016,60
431170,"Machadinho",2017,78
431170,"Machadinho",2018,78
431170,"Machadinho",2019,68
431171,"Maçambará",2010,57
431171,"Maçambará",2011,41
431171,"Maçambará",2012,50
431171,"Maçambará",2013,39
431171,"Maçambará",2014,37
431171,"Maçambará",2015,35
431171,"Maçambará",2016,61
431171,"Maçambará",2017,47
431171,"Maçambará",2018,48
431171,"Maçambará",2019,57
431173,"Mampituba",2010,40
431173,"Mampituba",2011,31
431173,"Mampituba",2012,26
431173,"Mampituba",2013,29
431173,"Mampituba",2014,19
431173,"Mampituba",2015,39
431173,"Mampituba",2016,34
431173,"Mampituba",2017,33
431173,"Mampituba",2018,41
431173,"Mampituba",2019,42
431175,"Manoel Viana",2010,94
431175,"Manoel Viana",2011,82
431175,"Manoel Viana",2012,74
431175,"Manoel Viana",2013,73
431175,"Manoel Viana",2014,65
431175,"Manoel Viana",2015,75
431175,"Manoel Viana",2016,52
431175,"Manoel Viana",2017,72
431175,"Manoel Viana",2018,72
431175,"Manoel Viana",2019,65
431177,"Maquiné",2010,68
431177,"Maquiné",2011,64
431177,"Maquiné",2012,52
431177,"Maquiné",2013,52
431177,"Maquiné",2014,88
431177,"Maquiné",2015,72
431177,"Maquiné",2016,55
431177,"Maquiné",2017,74
431177,"Maquiné",2018,93
431177,"Maquiné",2019,67
431179,"Maratá",2010,19
431179,"Maratá",2011,17
431179,"Maratá",2012,16
431179,"Maratá",2013,15
431179,"Maratá",2014,12
431179,"Maratá",2015,25
431179,"Maratá",2016,23
431179,"Maratá",2017,20
431179,"Maratá",2018,26
431179,"Maratá",2019,26
431180,"Marau",2010,497
431180,"Marau",2011,514
431180,"Marau",2012,486
431180,"Marau",2013,473
431180,"Marau",2014,527
431180,"Marau",2015,534
431180,"Marau",2016,486
431180,"Marau",2017,532
431180,"Marau",2018,581
431180,"Marau",2019,510
431190,"Marcelino Ramos",2010,48
431190,"Marcelino Ramos",2011,49
431190,"Marcelino Ramos",2012,31
431190,"Marcelino Ramos",2013,35
431190,"Marcelino Ramos",2014,48
431190,"Marcelino Ramos",2015,34
431190,"Marcelino Ramos",2016,40
431190,"Marcelino Ramos",2017,41
431190,"Marcelino Ramos",2018,39
431190,"Marcelino Ramos",2019,38
431198,"Mariana Pimentel",2010,29
431198,"Mariana Pimentel",2011,35
431198,"Mariana Pimentel",2012,33
431198,"Mariana Pimentel",2013,32
431198,"Mariana Pimentel",2014,29
431198,"Mariana Pimentel",2015,39
431198,"Mariana Pimentel",2016,39
431198,"Mariana Pimentel",2017,34
431198,"Mariana Pimentel",2018,50
431198,"Mariana Pimentel",2019,33
431200,"Mariano Moro",2010,13
431200,"Mariano Moro",2011,12
431200,"Mariano Moro",2012,24
431200,"Mariano Moro",2013,17
431200,"Mariano Moro",2014,18
431200,"Mariano Moro",2015,17
431200,"Mariano Moro",2016,11
431200,"Mariano Moro",2017,8
431200,"Mariano Moro",2018,9
431200,"Mariano Moro",2019,24
431205,"Marques de Souza",2010,32
431205,"Marques de Souza",2011,50
431205,"Marques de Souza",2012,38
431205,"Marques de Souza",2013,41
431205,"Marques de Souza",2014,46
431205,"Marques de Souza",2015,46
431205,"Marques de Souza",2016,37
431205,"Marques de Souza",2017,28
431205,"Marques de Souza",2018,29
431205,"Marques de Souza",2019,32
431210,"Mata",2010,64
431210,"Mata",2011,47
431210,"Mata",2012,47
431210,"Mata",2013,43
431210,"Mata",2014,44
431210,"Mata",2015,41
431210,"Mata",2016,37
431210,"Mata",2017,44
431210,"Mata",2018,50
431210,"Mata",2019,48
431213,"Mato Castelhano",2010,43
431213,"Mato Castelhano",2011,26
431213,"Mato Castelhano",2012,25
